quotation,cusref,cusname,season,machine,complexity,gauge,qty quo,std_min,cost_min,knit_min,mup_min,tech_min,fin_min,quo_weight,gar_weight,wet_process,wet_process_cost,variable_cost ,yarn_cost,total_cost,sales_price,perc_ros,profit_pce,contrib_pce,contrib_min,profit
170001104,FMR JULIAN OLD SYSTEM,Marks & Spencer Plc T30 Gents,AW17N,Hand Flat,M,10,"121,370",95,1,56,17,0,5,322,294,Machine Wash TEC Supersoft,68,309,246,309,434,5,23,125,2,Y
170001105,FMR JULIAN OLD SYSTEM,Marks & Spencer Plc T30 Gents,AW17N,Automatic,M,7,"25,388",89,2,47,29,0,5,367,338,Machine Wash TEC Supersoft,68,263,192,263,442,2,10,178,2,Y
170001106,FMR JULIAN OLD SYSTEM,Marks & Spencer Plc T30 Gents,AW17N,Automatic,M,7,"16,506",89,2,64,27,10,5,491,443,Normal Wash Soft,28,284,210,284,530,5,25,246,2,Y
170001107,FMR JULIAN OLD SYSTEM,Marks & Spencer Plc T30 Gents,AW17N,Automatic,M,12,"4,542",89,3,45,36,0,5,288,265,Heavy Garment Wash,28,413,352,413,605,-5,-28,193,2,N
180103601,FMR JULIAN OLD SYSTEM,Marks & Spencer Plc T30 Gents,SS18N,Hand Flat,M,7,"2,192",95,3,59,17,15,5,412,375,Machine Wash TEC Dry,68,341,256,341,490,-19,-93,149,2,N
180103602,FMR JULIAN OLD SYSTEM,Marks & Spencer Plc T30 Gents,SS18N,Automatic,M,12,"8,055",89,2,104,30,0,5,339,302,Heavy Garment Wash,40,228,172,228,436,-16,-71,208,1,N
180103603,FMR JULIAN OLD SYSTEM,Marks & Spencer Plc T30 Gents,SS18N,Automatic,M,12,"7,103",89,2,51,34,0,5,242,216,Heavy Garment Wash,40,176,126,176,308,-23,-69,131,1,N
180119501,T-20,Woolworths (Pty) Ltd Mainstream Ladies,AW18S,Hand Flat,S,12,106,95,3,58,34,0,5,364,314,Piece Dye Acrylic,70,140,74,140,259,-80,-208,120,1,N
180111101,H18 228,Devred SAS Gents,AW18N,Automatic,S,12,"2,050",89,2,81,38,5,4,225,210,Normal Wash Std,15,82,47,82,398,5,19,315,2,Y
180089202,MESCHOOL,Celio Paris Gents,AW18N,Hand Flat,S,7,"12,000",95,1,50,23,0,5,335,,Felted Finish,40,235,180,235,343,4,13,108,1,Y
180111401,66 GRELE P,Monoprix Exploitation Boys,AW18N,Automatic,S,7,"3,061",89,2,36,21,1,5,181,215,Felted Finish,40,166,125,174,359,16,59,193,3,Y
180102048,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"2,186",89,3,69,40,0,5,255,232,Normal Wash Soft,15,112,67,112,332,-22,-73,220,2,N
180102049,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"1,322",89,4,101,72,20,5,327,297,Normal Wash Soft,15,176,95,176,481,-93,-447,305,2,N
180102058,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"1,750",89,2,65,29,4,6,260,236,Normal Wash Soft,15,151,71,151,415,4,18,264,3,Y
180102059,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"1,900",89,2,63,33,3,6,292,265,Normal Wash Soft,15,154,82,154,349,-16,-56,195,2,N
180102060,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"1,000",89,4,47,28,0,5,495,450,Normal Wash Soft,15,178,128,178,382,-26,-100,204,3,N
180102061,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,700,89,4,71,35,0,5,273,248,Normal Wash Soft,15,185,76,185,442,-38,-166,258,2,N
180109801,18IP228-P203052125,Lion Of Porches  Gents,AW18N,Automatic,M,12,"1,300",89,4,69,70,23,5,345,325,Machine Wash Supersoft,64,382,255,419,709,-49,-346,327,2,N
180109901,18IP225-P209052093,Lion Of Porches  Gents,AW18N,Automatic,M,12,"6,400",89,2,39,47,13,5,336,310,Machine Wash Supersoft,64,345,248,378,639,10,63,294,3,Y
180110001,18IP232-P210052121,Lion Of Porches  Gents,AW18N,Automatic,M,12,"6,200",89,2,35,37,1,5,271,250,Machine Wash Supersoft,64,259,193,286,510,15,77,251,3,Y
180119001,MAURICE,Giesswein Gents,AW18N,Hand Flat,M,7,"2,000",95,2,56,32,1,5,343,321,Normal Wash Supersoft,28,368,301,385,653,10,64,284,3,Y
180119201,MERTIN,Giesswein Gents,AW18N,Hand Flat,M,7,"1,501",95,2,58,36,9,5,380,335,Normal Wash Supersoft,28,426,334,443,731,7,54,305,3,Y
180119101,MIKA,Giesswein Gents,AW18N,Hand Flat,M,7,"2,000",95,2,56,32,1,5,343,321,Normal Wash Supersoft,28,368,301,385,653,10,64,284,3,Y
180102062,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,550,89,4,62,33,0,6,264,240,Normal Wash Soft,15,215,77,215,440,-36,-160,225,2,N
180102063,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"1,500",89,2,52,17,0,7,310,282,Normal Wash Soft,15,158,87,158,324,-6,-18,165,2,N
180074501,LAMBSWOOL SHAWL CARDIGAN,Marks & Spencer Plc T30 Gents,AW18N,Automatic,M,5,"2,555",89,3,68,64,7,5,830,772,Normal Wash Supersoft,28,517,407,563,832,-16,-136,315,2,N
180113701,HIGHLAMB,Bonobo Gents,AW18N,Hand Flat,S,7,"5,953",95,2,67,37,11,5,420,431,Felted Finish,40,323,249,323,573,8,46,251,2,Y
180086102,LESTONITA,Celio Paris Gents,AW18N,Automatic,S,12,"1,650",89,2,55,34,3,5,285,,Acid Wash(available only in Bdesh),140,115,40,115,370,24,88,256,3,Y
180102071,FMR QUOTAT,OVS  Con S.P.A  Oviesse Gents,AW18N,Hand Flat,S,7,"4,200",95,2,48,24,0,5,363,330,Normal Wash Supersoft,15,208,164,253,332,0,-2,123,2,N
180104801,H18 042,Devred SAS Gents,AW18N,Automatic,S,12,"30,001",89,1,52,33,4,5,341,306,Normal Wash Soft,15,240,146,240,392,5,20,152,2,Y
180121001,MIL.002 vneck pullover,Miladys Ladies,SS18S,Automatic,M,12,600,89,5,61,36,0,5,293,225,Piece Dye Cotton,130,157,68,164,366,-89,-326,209,2,N
180120901,MIL.001 boatneck pullover,Miladys Ladies,SS18S,Automatic,M,12,"1,200",89,5,41,42,0,5,221,170,Piece Dye Cotton,130,128,50,134,294,-99,-291,166,2,N
180109201,MEJINGLE,Celio Paris Gents,AW18N,Automatic,S,7,"45,001",89,2,48,29,0,5,470,470,Normal Wash Soft,28,193,140,193,338,4,14,144,2,Y
170000805,OLD ORDERS IN FMR,FMR-JULIAN,AW17N,Hand Flat,C,12,"1,250",95,4,53,48,10,5,344,313,Normal Wash Supersoft,28,222,143,276,538,-29,-155,316,3,N
170000806,OLD ORDERS IN FMR,FMR-JULIAN,AW17N,Automatic,C,12,500,89,4,64,43,16,5,343,330,Normal Wash Supersoft,28,171,92,206,589,-17,-98,418,3,N
180115101,FELTED STRIPE HAL ZIP,Marks & Spencer Plc T30 Gents,AW18N,Hand Flat,M,5,"9,010",95,2,44,34,12,5,513,458,Felted Finish,40,356,268,356,529,5,28,173,2,Y
180017702,JEBUBBLE M,Celio Paris Gents,AW18N,Automatic,S,10,"35,000",89,2,68,28,15,5,475,,Normal Wash Std,28,151,87,151,339,1,4,188,2,Y
180017703,JEBUBBLE M,Celio Paris Gents,AW18N,Automatic,S,10,"13,000",89,2,68,28,5,15,475,,Normal Wash Soft,28,187,122,187,378,2,7,191,2,Y
180097001,CP 018 - CREW NECK STRIPE,Massimo Dutti Kids,AW18N,Automatic,M,12,900,89,5,42,32,3,4,191,142,Normal Wash Soft,28,344,270,354,475,-63,-297,131,2,N
180108401,CP 084 APRESKI,Massimo Dutti Kids,AW18N,Automatic,M,12,900,89,5,40,30,0,4,211,170,Normal Wash Soft,28,362,303,372,491,-53,-259,130,2,N
180102072,FMR QUOTAT,Glenmuir Gents,AW18N,Hand Flat,S,10,"10,440",95,1,56,28,3,5,473,430,Normal Wash Soft,15,271,219,271,448,12,54,177,2,Y
180034903,OLD KHAKI,Cape Union Mart Old Khaki Gents,AW18S,Automatic,S,12,"1,800",89,3,49,34,9,5,280,266,Normal Wash Soft,28,120,64,133,429,4,17,309,3,Y
180030504,RUSTIN COR,Cape Union Mart Old Khaki Gents,AW18S,Hand Flat,S,12,"1,800",95,2,87,32,9,5,260,244,Normal Wash Soft,28,131,75,144,429,-1,-5,298,2,N
180118101,REF BANTONIO,Monoprix Exploitation Gents,AW18N,Hand Flat,S,5,"1,501",95,2,49,29,0,5,377,,Machine Wash TEC Std,68,317,251,328,557,9,52,241,3,Y
180043301,MEYUCHU,Celio Paris Gents,AW18N,Automatic,S,7,"2,030",89,3,75,34,5,5,380,,Cashmere Wash,40,"1,478","1,392","1,538","1,849",1,9,371,3,Y
180101014,FMR CONVER,FMRC-BERNARD,AW18S,Hand Flat,S,12,"8,000",95,2,76,34,0,5,253,248,Normal Wash Soft,28,85,54,106,270,3,9,185,2,Y
180101015,FMR CONVER,FMRC-BERNARD,AW18S,Hand Flat,S,12,"8,001",95,2,74,29,0,5,257,239,Normal Wash Soft,28,86,55,107,270,7,20,184,2,Y
180101016,FMR CONVER,FMRC-BERNARD,AW18S,Hand Flat,S,12,"8,000",95,2,79,29,0,5,257,252,Normal Wash Std,28,86,55,107,270,5,12,184,2,Y
180101017,FMR CONVER,FMRC-BERNARD,AW18S,Hand Flat,S,12,"15,000",95,1,75,27,0,5,257,252,Normal Wash Std,28,84,53,102,260,11,28,176,2,Y
180101018,FMR CONVER,FMRC-BERNARD,AW18S,Automatic,S,12,"9,212",89,2,57,43,0,5,310,290,Denim dye,130,111,41,111,339,9,30,228,2,Y
180061302,H18 127,Devred SAS Gents,AW18N,Automatic,S,7,"1,501",89,2,42,35,0,5,530,513,Felted Finish,40,326,265,326,527,2,13,201,2,Y
180039402,Crew-Outlet,Hackett London Menswear Company Gents,AW18N,Hand Flat,C,7,"2,565",95,2,48,32,1,5,320,278,Normal Wash Supersoft,28,402,323,402,638,3,22,236,3,Y
180046701,LAMBSWOOL,Hackett London Menswear Company Gents,AW18N,Automatic,C,7,"5,344",89,2,53,31,1,5,357,310,Normal Wash Supersoft,28,417,336,417,638,0,2,221,2,Y
170000601,HALF ZIP,Hackett London Menswear Company Gents,AW18N,Automatic,C,7,"10,152",89,2,56,36,9,5,355,309,Normal Wash Supersoft,28,451,315,451,803,15,117,352,3,Y
180047401,FULL ZIP C,Hackett London Menswear Company Gents,AW18N,Automatic,C,7,"2,669",89,3,59,48,18,5,400,348,Normal Wash Supersoft,28,575,410,575,863,-17,-146,289,2,N
170000602,HALF ZIP Mouline,Hackett London Menswear Company Gents,AW18N,Hand Flat,C,7,"2,203",95,2,46,36,9,5,374,325,Normal Wash Supersoft,28,548,407,548,803,2,13,255,3,Y
180103701,Crew Mouline,Hackett London Menswear Company Gents,AW18N,Hand Flat,C,7,864,95,4,55,31,0,5,339,295,Normal Wash Alpha,28,465,388,465,668,-19,-125,204,2,N
180103801,BLOCK STRI,Hackett London Menswear Company Gents,AW18N,Hand Flat,C,7,738,95,4,54,28,15,5,328,285,Normal Wash Supersoft,28,469,347,469,829,-1,-7,360,4,N
180026001,CABLE CREW,Hackett London Menswear Company Gents,AW18N,Automatic,C,5,"2,141",89,3,45,32,0,5,557,484,Normal Wash Soft,28,661,569,661,923,-1,-12,262,3,N
180046702,Vee-Outlet,Hackett London Menswear Company Gents,AW18N,Hand Flat,C,7,"4,450",95,2,53,32,1,5,357,310,Normal Wash Supersoft,28,417,336,417,638,7,45,221,2,Y
170000603,1/2 Zip-Outlet,Hackett London Menswear Company Gents,AW18N,Hand Flat,C,7,"3,665",95,2,46,36,9,5,355,309,Normal Wash Supersoft,28,450,315,450,803,21,166,353,4,Y
170000815,OLD ORDERS IN FMR,FMR-JULIAN,AW17N,Hand Flat,S,12,"22,968",95,1,66,33,0,5,234,238,Normal Wash Soft,28,87,54,87,223,-3,-6,137,1,N
180060001,HS-UCAMOSI,Stockomani - Gents,AW18N,Hand Flat,S,7,"4,620",95,2,66,27,15,5,385,378,Normal Wash Soft,15,275,196,275,450,0,1,175,2,Y
180008001,WAISTCOAT,Marks & Spencer Plc T30 Gents,AW18N,Automatic,M,12,"2,348",89,3,55,57,29,3,432,388,Merino Wash,28,319,201,319,677,-14,-97,358,2,N
180077201,FA-UTOMIR,Stockomani - Ladies,AW18N,Hand Flat,S,12,"4,680",95,2,65,27,1,5,187,180,Cashmere Wash,40,700,604,700,"1,053",19,200,353,4,Y
180109501,M209052036-SWEAT ZIP,Decenio-Mediterrano Gents,AW18N,Automatic,M,12,"2,150",89,3,39,47,13,5,332,310,Machine Wash Supersoft,64,341,245,375,639,-5,-30,297,3,N
180101202,XMAS CHAMALEON  CNK,John Lewis Overseas Plc Gents,AW18N,Automatic,C,10,"1,862",89,3,47,30,0,5,374,340,Normal Wash Supersoft,28,300,240,300,523,-10,-50,223,3,N
180078402,LAMBSWOOL VEE NK 2649M,Marks & Spencer Plc T30 Outlet Gents,AW18N,Hand Flat,M,10,"7,400",95,2,51,23,0,5,332,303,Machine Wash TEC Supersoft,68,339,266,339,502,4,22,162,2,Y
180102044,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,500,89,4,79,32,6,6,246,214,Normal Wash Soft,20,118,71,118,332,-74,-244,214,2,N
180012802,CREW NECK,Next Retail Limited Gents,AW18N,Hand Flat,M,7,"7,900",95,2,69,22,4,6,341,322,Machine Wash Supersoft,74,326,251,326,446,-10,-43,119,1,N
180049002,LSK1061F,Next Retail Limited Gents,AW18N,Hand Flat,M,7,"1,000",95,3,48,23,10,6,363,322,Machine Wash Supersoft,74,378,275,378,515,-26,-133,137,2,N
180089501,LSK1179,Next Retail Limited Gents,AW18N,Hand Flat,M,7,"1,501",95,2,53,44,12,5,479,435,Machine Wash Soft,64,555,415,555,587,-40,-237,31,0,N
180038301,Teal Navy Lwool CB,Next Retail Limited Gents,AW18N,Automatic,M,7,"2,250",89,3,45,29,0,5,453,412,Felted Finish,40,409,335,409,553,-19,-105,144,2,N
180112601,AW18 SWATCHES,Next Retail Limited Gents,AW18N,Automatic,M,5,500,89,5,45,32,0,5,561,510,Felted Finish,40,461,379,461,600,-48,-289,139,2,N
180094601,Navy Fairisle Lwool,Next Retail Limited Gents,AW18N,Automatic,M,7,"2,250",89,3,51,29,0,5,474,431,Felted Finish,40,432,354,432,589,-19,-110,158,2,N
180095801,WOOL CABLE SHAWL NECK,John Lewis Overseas Plc Gents,AW18N,Automatic,C,3.5,662,89,5,42,42,11,5,567,515,Normal Wash Supersoft,28,380,306,380,823,-12,-100,443,4,N
180092701,FROSTY STRIPE BUTTON NECK,John Lewis Overseas Plc Gents,AW18N,Automatic,C,3.5,812,89,5,27,34,4,5,661,601,Normal Wash Supersoft,28,450,367,450,814,-2,-15,364,5,N
180103401,FROSTY CABLE SHAWL CARD,John Lewis Overseas Plc Gents,AW18N,Automatic,C,3.5,807,89,5,45,34,6,5,848,808,Normal Wash Supersoft,28,545,449,545,914,-13,-117,370,4,N
180101301,XMAS PLACEMENT PENGUINCNK,John Lewis Overseas Plc Gents,AW18N,Automatic,C,7,"1,912",89,3,42,30,0,5,457,415,Normal Wash Supersoft,28,373,304,373,549,-15,-80,176,2,N
180035102,CABLE FROSTY TWEED CARD,John Lewis Overseas Plc Gents,AW18N,Automatic,C,5,550,89,5,57,44,5,5,541,492,Normal Wash Std,28,393,309,393,846,-17,-146,453,4,N
180090902,MERINO MOCK NECK - 272,Joseph Abboud Gents,AW18N,Automatic,M,12,"11,530",89,2,42,37,0,5,390,290,Merino Anticockle,35,424,356,464,624,9,58,200,2,Y
180092302,MERINO POINTED VEST,Joseph Abboud Gents,AW18N,Automatic,M,12,105,89,3,73,79,10,4,440,340,Merino Anticockle,35,529,405,575,931,-15,-136,402,2,N
180093602,MERINO PULLOVER VEST-273,Joseph Abboud Gents,AW18N,Automatic,M,12,345,89,2,35,45,0,4,246,186,Merino Anticockle,35,279,224,316,467,0,0,188,2,Y
180053202,FEMIRVE,Celio Paris Gents,AW18N,Automatic,S,12,"71,784",89,2,42,37,0,5,240,,Cashmere Wash,40,811,749,811,"1,012",7,67,201,2,Y
180054602,JECLOUD,Celio Paris Gents,AW18N,Hand Flat,S,12,"49,386",95,1,83,37,0,5,240,,Cashmere Wash,40,809,748,809,"1,012",5,51,202,2,Y
180102064,FMR QUOTAT,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"14,806",95,1,64,26,0,6,297,270,Normal Wash Supersoft,15,177,131,195,338,10,32,161,2,Y
180091801,XMAS PLACEMENT F/ISLE CNK,John Lewis Overseas Plc Gents,AW18N,Automatic,C,7,"2,337",89,3,41,29,0,5,457,415,Normal Wash Supersoft,28,373,304,373,549,-14,-76,176,2,N
180096001,PLACEMENT PATTERN,Next Retail Limited Gents,AW18N,Automatic,M,7,500,89,5,42,32,0,5,369,335,Felted Finish,40,324,257,324,486,-51,-250,162,2,N
180069101,18IM220F,Decenio-Mediterrano Gents,AW18N,Automatic,M,12,600,89,5,41,37,1,5,298,264,Machine Wash Supersoft,64,283,213,314,592,-22,-130,309,4,N
180104101,18IM252,Decenio-Mediterrano Gents,AW18N,Automatic,M,12,"1,250",89,5,35,37,1,5,283,251,Machine Wash Supersoft,64,269,201,296,510,-33,-166,241,3,N
180106101,FAIRISLE-LUW18S45,Next Retail Limited Gents,AW18N,Automatic,M,7,500,89,5,55,41,8,5,523,475,Felted Finish,40,507,403,507,674,-60,-406,167,2,N
180072401,BIRDSEYE LAMBSWOOL CREW,Marks & Spencer Plc T30 Gents,AW18N,Automatic,M,7,"27,841",89,2,42,29,0,5,378,345,Machine Wash Supersoft,64,289,216,289,449,4,19,159,2,Y
170000801,OLD ORDERS IN FMR,FMR-JULIAN,AW17N,Automatic,M,7,"1,421",89,4,65,27,11,5,430,415,Normal Wash Soft,28,391,328,416,600,-33,-200,210,2,N
170000802,OLD ORDERS IN FMR,FMR-JULIAN,AW17N,Automatic,M,5,762,89,4,75,39,13,5,782,748,Normal Wash Supersoft,28,276,200,306,620,-25,-155,344,3,N
170000803,OLD ORDERS IN FMR,FMR-JULIAN,AW17N,Automatic,M,7,"1,600",89,3,67,29,0,5,443,403,Normal Wash Supersoft,28,283,226,305,593,1,7,310,3,Y
180093502,MERINO QUARTER ZIP - 276,Joseph Abboud Gents,AW18N,Automatic,M,12,500,89,2,49,41,10,6,400,304,Merino Anticockle,35,462,355,503,667,-3,-18,205,2,N
180037802,FA18JA68-244A,The Men's Wearhouse  Inc. Gents,AW18N,Automatic,M,10,198,89,2,66,33,10,6,740,500,Merino Anticockle,35,790,674,839,"1,081",4,39,291,3,Y
180093402,MERINO TURTLENECK - 275,Joseph Abboud Gents,AW18N,Automatic,M,12,70,89,5,43,38,0,6,392,296,Merino Anticockle,35,422,355,466,787,-12,-93,365,4,N
180037402,FA18JA68-233A,The Men's Wearhouse  Inc. Gents,AW18N,Automatic,M,12,737,89,2,44,34,22,6,453,340,Merino Anticockle,35,522,410,567,854,13,114,332,3,Y
180037902,FA18JA68-247A,The Men's Wearhouse  Inc. Gents,AW18N,Automatic,M,12,650,89,2,43,34,0,5,367,270,Merino Anticockle,35,388,323,428,597,7,44,209,3,Y
180109601,FULL ZIP THRU POCKETS,Marks & Spencer Plc T30 Gents,AW18N,Hand Flat,M,7,"10,231",95,2,56,49,11,5,425,376,Machine Wash TEC Supersoft,68,385,263,385,593,4,26,208,2,Y
180113501,6ZZM1U ZML,Armani Gents,AW18N,Automatic,M,3.5,"2,752",89,3,40,27,6,5,605,577,Felted Finish,40,339,237,407,693,16,111,354,5,Y
180113601,6ZZE1M  ZM,Armani Gents,AW18N,Automatic,M,3.5,758,89,5,51,29,7,5,620,600,Heavy Garment Wash,40,358,243,438,839,1,5,481,5,Y
180106801,CABLES PROPOSAL,Marks & Spencer Plc T30 Gents,AW18N,Automatic,M,7,"17,243",89,2,59,22,4,5,360,322,Felted Finish,40,459,384,459,720,13,97,262,3,Y
180069702,66-GRIMM,Monoprix Exploitation Boys,AW18N,Automatic,S,7,"3,001",89,2,34,21,0,5,166,197,Felted Finish,40,133,93,139,307,15,47,175,3,Y
190039901,WOOLWORTHS LADIES T07.348,Woolworths (Pty) Ltd Studio Ladies,SS18S,Automatic,M,14,"1,920",89,3,50,34,0,5,159,130,Normal Wash Supersoft,28,127,79,127,417,2,9,290,3,Y
180062701,H18 137,Devred SAS Gents,AW18N,Automatic,S,7,"4,801",89,2,50,31,8,5,645,605,Piece Dye Acrylic,70,273,156,273,480,1,7,207,2,Y
180102038,FMR QUOTAT,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"14,806",95,1,64,26,0,6,297,270,Normal Wash Supersoft,15,177,131,195,338,10,32,161,2,Y
180102039,FMR QUOTAT,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"15,208",95,1,65,31,0,6,283,257,Normal Wash Supersoft,15,170,125,188,338,14,46,168,2,Y
180102040,FMR QUOTAT,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"4,502",95,2,68,38,5,6,294,267,Normal Wash Supersoft,15,183,131,203,381,4,16,198,2,Y
180054701,JEHIGH,Celio Paris Gents,AW18N,Automatic,S,12,"6,093",89,2,48,40,0,5,255,,Cashmere Wash,40,947,877,947,"1,173",2,29,226,2,Y
180102050,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"9,356",89,2,50,40,0,5,296,269,Normal Wash Soft,15,124,78,124,335,16,54,211,2,Y
180102051,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"8,344",89,2,64,30,0,5,253,230,Normal Wash Soft,15,154,70,154,395,19,77,241,2,Y
180102052,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"2,384",89,2,78,42,7,7,374,340,Normal Wash Soft,15,154,103,154,395,-20,-79,242,2,N
180102055,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,"2,700",89,2,60,37,0,5,248,225,Normal Wash Soft,15,161,70,161,382,-6,-25,220,2,N
180078601,CARYN,Cape Union Mart Old Khaki Ladies,SS18S,Automatic,M,7,"1,700",89,3,55,36,3,5,332,296,Normal Wash Soft,28,206,161,220,509,-1,-6,303,3,N
180077802,SUP.021,Superbalist Ladies,AW18S,Hand Flat,M,12,600,95,3,46,32,0,5,280,250,Piece Dye Cotton,130,113,48,127,367,-9,-31,254,3,N
180101025,FMR CONVER,Celio Paris Gents,AW18S,Automatic,S,7,"15,001",89,2,79,51,10,5,840,840,Normal Wash Std,15,219,157,219,467,4,18,248,2,Y
180101026,FMR CONVER,Celio Paris Gents,AW18S,Automatic,S,12,"15,040",89,2,38,36,0,5,225,227,Normal Wash Std,15,72,43,72,237,17,40,165,2,Y
180101027,FMR CONVER,Celio Paris Gents,AW18S,Automatic,S,12,"1,720",89,2,56,33,3,5,293,293,Acid Wash(available only in Bdesh),140,109,41,109,354,6,21,246,3,Y
180101028,FMR CONVER,Celio Paris Gents,AW18S,Automatic,S,12,"2,496",89,2,46,36,4,5,293,293,Acid Wash(available only in Bdesh),140,109,41,109,349,5,16,240,3,Y
180101029,FMR CONVER,Conbipel S.p.A,AW18S,Hand Flat,S,7,"4,400",95,1,52,37,0,5,420,410,Acid Wash(available only in Bdesh),140,149,63,158,315,13,40,166,2,Y
180101030,FMR CONVER,Devred SAS Gents,AW18S,Hand Flat,S,12,"61,850",107,1,80,28,7,5,275,253,Normal Wash Std,15,98,63,98,206,-3,-7,108,1,N
180101031,FMR CONVER,Conbipel S.p.A,AW18S,Hand Flat,S,12,"17,900",95,1,80,40,0,5,265,265,Acid Wash(available only in Bdesh),140,103,41,105,230,-2,-4,127,1,N
180101033,FMR CONVER,Devred SAS Gents,AW18S,Automatic,S,12,"13,100",89,2,55,37,14,5,300,285,Normal Wash Std,15,94,60,94,254,-10,-25,160,1,N
180101034,FMR CONVER,Devred SAS Gents,AW18S,Automatic,S,12,"8,701",89,2,53,40,9,5,365,330,Normal Wash Soft,15,116,72,116,315,6,20,199,2,Y
180101035,FMR CONVER,Devred SAS Gents,AW18S,Automatic,S,12,"1,550",89,2,68,37,9,5,272,220,Acid Wash(available only in Bdesh),140,104,37,104,402,1,6,298,3,Y
180101036,FMR CONVER,Conbipel S.p.A,AW18S,Hand Flat,S,12,"6,250",95,1,65,39,0,5,245,225,Acid Wash(available only in Bdesh),140,97,39,102,246,1,2,149,1,Y
180101037,FMR CONVER,FMRC-BERNARD,AW18S,Automatic,S,12,"1,000",89,2,55,44,9,5,292,285,Normal Wash Std,15,127,80,127,258,-18,-46,131,1,N
180101038,FMR CONVER,Devred SAS Gents,AW18S,Hand Flat,S,12,"6,550",107,1,80,28,7,5,275,253,Normal Wash Soft,15,93,62,93,207,0,-1,114,1,N
180101039,HPELAGA,Devred SAS Gents,AW18S,Hand Flat,S,12,"3,100",107,1,80,28,7,5,275,253,Normal Wash Std,15,109,72,109,207,-8,-17,98,1,N
180101040,HPELAGA,Devred SAS Gents,AW18S,Hand Flat,S,12,"2,250",107,1,75,26,8,5,275,253,Normal Wash Soft,15,111,73,111,229,-3,-8,118,1,N
180101041,HPELAGA,FMRC-BERNARD,AW18S,Hand Flat,S,12,"1,000",95,1,75,26,8,5,271,253,Normal Wash Soft,15,115,77,115,230,-5,-12,114,1,N
180101013,FMR CONVER,FMRC-BERNARD,AW18S,Hand Flat,C,12,"3,370",95,2,67,28,8,5,325,325,Normal Wash Std,28,144,82,200,551,35,192,408,4,Y
170000817,OLD ORDERS,FMR-JULIAN,SS18N,Hand Flat,M,10,"2,200",95,2,50,25,0,5,212,188,Machine Wash TEC Std,74,206,149,241,315,-18,-55,108,1,N
170000818,OLD ORDERS,FMR-JULIAN,SS18N,Hand Flat,M,10,"2,300",95,2,49,24,0,5,230,205,Machine Wash TEC Std,74,221,162,258,336,-14,-46,115,1,N
180101042,JPLOUF,Devred SAS Gents,AW18S,Automatic,S,12,"1,500",76,1,76,33,6,5,365,333,Normal Wash Soft,15,118,69,118,303,8,24,185,2,Y
180115701,MR BLUE,Mr Blue Gents,AW18N,Automatic,M,12,800,89,2,45,40,12,5,282,266,Piece Dye Cotton,130,147,52,163,310,-17,-52,163,2,N
180102037,FMR QUOTAT,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"5,000",95,1,57,23,3,5,416,378,Normal Wash Supersoft,15,122,74,136,251,4,10,129,1,Y
180102065,FMR QUOTAT,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"15,208",95,1,65,31,0,6,283,257,Normal Wash Supersoft,15,170,125,188,338,14,46,168,2,Y
180102066,FMR QUOTAT,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"4,502",95,2,68,38,5,6,294,267,Normal Wash Supersoft,15,183,131,203,381,4,16,198,2,Y
180102067,FMR QUOTAT,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"5,000",95,2,65,30,0,6,293,266,Normal Wash Supersoft,15,180,129,199,355,5,18,175,2,Y
180102068,FMR QUOTAT,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"5,000",95,2,73,29,0,6,275,250,Normal Wash Supersoft,15,174,121,192,333,-5,-16,159,1,N
180101005,FMR CONVER,FMRC-BERNARD,AW18S,Hand Flat,S,12,"9,300",95,2,77,27,8,5,263,,Normal Wash Std,28,116,64,129,373,21,77,257,2,Y
180101006,FMR CONVER,FMRC-BERNARD,AW18S,Hand Flat,S,12,"22,000",95,1,52,38,0,3,205,175,Normal Wash Std,28,88,48,88,228,5,12,140,2,Y
180101007,FMR CONVER,FMRC-BERNARD,AW18S,Hand Flat,S,12,"3,010",95,2,75,32,20,5,290,275,Denim dye,130,137,52,149,424,13,55,288,2,Y
